"Código Régimen","Código Departamento","Código Localidad","Padrón","Block/Manzana","EP/SS","Unidad","Área predio","Área edificada","Valor catastral terreno","Valor catastral mejoras","Valor catastral total","Valor para impuestos","Fecha última DJCU","Vigencia última DJCU"
"CO","B","EH",17997,"","",0,9169,622,806185,4927606,5733791,5798029,"04/10/2022","04/10/2027"
"CO","B","EH",18015,"","",0,2952,334,296638,3193204,3489842,3489842,"09/11/2012","09/11/2017"
"CO","B","EH",18019,"","",0,601,504,192936,2029727,2222663,2222663,"08/10/2015","08/10/2020"
"CO","B","EH",18020,"","",0,947,529,303544,4087040,4390584,4515015,"26/07/2022","26/07/2027"
"CO","B","EH",18021,"","",0,986,831,339351,13045362,13384713,13384713,"13/06/2017","13/06/2022"
"CO","B","EH",18025,"","",0,615,237,116267,1885319,2001586,2001586,"29/06/2014","29/06/2019"
"CO","B","EH",18030,"","",0,840,263,94897,2536696,2631593,2631593,"08/12/2017","08/12/2022"
"CO","B","EH",18037,"","",0,1200,687,105583,6598106,6703689,7566536,"18/12/2023","18/12/2028"
"CO","B","EH",18047,"","",0,385699,106,29082094,822200,29904294,29904294,"20/09/2019","20/09/2024"
"CO","B","EH",18072,"","",0,20593,0,1740767,0,1740767,1740767,"/  /","/  /"
"CO","B","EH",18077,"","",0,420,156,34350,2266229,2300579,2300579,"21/02/2019","21/02/2024"
"CO","B","EH",18078,"","",0,420,0,29114,0,29114,29114,"06/08/2014","06/08/2019"
"CO","B","EH",18079,"","",0,504,187,29114,1393809,1422923,307876,"06/02/2024","06/02/2029"
"CO","B","EH",18080,"","",0,504,0,29114,0,29114,29114,"06/08/2014","06/08/2019"
"CO","B","EH",18090,"","",0,605,244,190416,2488753,2679169,2679169,"24/01/2014","24/01/2019"
"CO","B","EH",18091,"","",0,605,100,190416,814103,1004519,1004519,"24/01/2014","24/01/2019"
"CO","B","EH",18116,"","",0,800,193,387122,798259,1185381,1185381,"22/12/2014","22/12/2019"
"CO","B","EH",18125,"","",0,9840,0,742203,0,742203,742203,"02/06/2015","02/06/2020"
"CO","B","EH",18126,"","",0,3998,0,2010004,0,2010004,5310790,"17/02/2022","17/02/2027"
"CO","B","EH",18129,"","",0,603,184,121282,1087172,1208454,1235891,"23/09/2022","23/09/2027"
"CO","B","EH",18135,"","",0,1650,600,466944,5207687,5674631,5674631,"27/01/2016","27/01/2021"
"CO","B","EH",18137,"","",0,726,212,182383,1721203,1903586,1903586,"31/12/2015","31/12/2020"
"CO","B","EH",18145,"","",0,1395,0,113752,0,113752,113752,"03/05/2023","03/05/2028"
"CO","B","EH",18146,"","",0,1222,0,99926,0,99926,99926,"04/10/2021","04/10/2026"
"CO","B","EH",18147,"","",0,1369,0,111867,0,111867,111867,"04/03/2022","04/03/2027"
"CO","B","EH",18148,"","",0,1200,265,226246,2363272,2589518,2558295,"28/01/2022","28/01/2027"
"CO","B","EH",18149,"","",0,504,178,110610,1612091,1722701,1722701,"08/05/2016","08/05/2021"
"CO","B","EH",18150,"","",0,510,152,96157,1318391,1414548,1414548,"16/02/2018","16/02/2023"
"CO","B","EH",18154,"","",0,1008,261,69760,2734881,2804641,2804641,"15/01/2018","15/01/2023"
"CO","B","EH",18169,"","",0,51754,0,3901388,0,3901388,3901388,"01/11/2016","01/11/2021"
"CO","B","EH",18170,"","",0,833,85,115007,1038585,1153592,1153592,"28/04/2016","28/04/2021"
"CO","B","EH",18171,"","",0,833,89,94269,870077,964346,964346,"28/04/2016","28/04/2021"
"CO","B","EH",18173,"","",0,3461,467,548795,4019802,4568597,4568597,"02/02/2017","02/02/2022"
"CO","B","EH",18175,"","",0,1528,532,618374,4362901,4981275,4981275,"29/03/2017","29/03/2022"
"CO","B","EH",18199,"","",0,720,212,162771,1960399,2123170,2123170,"25/09/2017","25/09/2022"
"CO","B","EH",18219,"","",0,1323,678,39380,9474597,9513977,9513977,"06/11/2020","06/11/2025"
"CO","B","EH",18223,"","",0,3949,1789,1911117,13326040,15237157,15237157,"23/03/2018","23/03/2023"
"CO","B","EH",18232,"","",0,924,321,99991,3146086,3246077,3246077,"18/06/2020","18/06/2025"
"CO","B","EH",18234,"","",0,321,0,60342,0,60342,60342,"11/09/2018","11/09/2023"
"CO","B","EH",18235,"","",0,306,0,63482,0,63482,63482,"11/09/2018","11/09/2023"
"CO","B","EH",18236,"","",0,312,0,59084,0,59084,59084,"11/09/2018","11/09/2023"
"CO","B","EH",18239,"","",0,482,162,49970,1815719,1865689,776257,"25/05/2023","25/05/2028"
"CO","B","EH",18240,"","",0,521,0,54017,0,54017,54017,"12/10/2018","12/10/2023"
"CO","B","EH",18249,"","",0,3379,0,276524,0,276524,276524,"27/11/2018","27/11/2023"
"CO","B","EH",18271,"","",0,1679,0,134014,0,134014,134014,"12/05/2020","12/05/2025"
"CO","B","EH",18272,"","",0,1667,0,133056,0,133056,133056,"12/05/2020","12/05/2025"
"CO","B","EH",18273,"","",0,1655,0,132098,0,132098,132098,"12/05/2020","12/05/2025"
"CO","B","EH",18288,"","",0,1262,0,77316,0,77316,77316,"18/12/2020","18/12/2025"
"CO","B","EH",18289,"","",0,1387,0,91931,0,91931,91931,"18/12/2020","18/12/2025"
"CO","B","EH",18290,"","",0,1502,0,91931,0,91931,91931,"18/12/2020","18/12/2025"
"CO","B","EH",18291,"","",0,1550,92,95230,1026970,1122200,351972,"07/02/2024","07/02/2029"
"CO","B","EH",18292,"","",0,1657,69,101359,616786,718145,409751,"02/11/2023","02/11/2028"
"CO","B","EH",18317,"","",0,682,0,128011,0,128011,128011,"06/02/2021","06/02/2026"
"CO","B","EH",18318,"","",0,330,0,61941,0,61941,61941,"06/02/2021","06/02/2026"
"CO","B","EH",18322,"","",0,618,0,104785,0,104785,104785,"17/05/2021","17/05/2026"
"CO","B","EH",18335,"","",0,759,197,85853,2128299,2214152,2214152,"07/08/2021","07/08/2026"
"CO","B","EH",18336,"","",0,400,175,45242,1997967,2043209,2043209,"07/08/2021","07/08/2026"
"CO","B","EH",18337,"","",0,2268,0,427437,0,427437,427437,"08/09/2021","08/09/2026"
"CO","B","EH",18338,"","",0,1075,0,243262,0,243262,243262,"30/09/2021","30/09/2026"
"CO","B","EH",18339,"","",0,1196,0,270919,0,270919,270919,"30/09/2021","30/09/2026"
"CO","B","EH",18340,"","",0,1232,0,317433,0,317433,317433,"30/09/2021","30/09/2026"
"CO","B","EH",18341,"","",0,1094,0,247661,0,247661,247661,"30/09/2021","30/09/2026"
"CO","B","EH",18342,"","",0,1029,0,265261,0,265261,265261,"30/09/2021","30/09/2026"
"CO","B","EH",18343,"","",0,1080,0,243891,0,243891,243891,"30/09/2021","30/09/2026"
"CO","B","EH",18344,"","",0,1080,0,243891,0,243891,243891,"30/09/2021","30/09/2026"
"CO","B","EH",18345,"","",0,1090,0,246404,0,246404,246404,"30/09/2021","30/09/2026"
"CO","B","EH",18346,"","",0,1248,0,101830,0,101830,101830,"20/09/2021","20/09/2026"
"CO","B","EH",18347,"","",0,1254,0,102460,0,102460,102460,"20/09/2021","20/09/2026"
"CO","B","EH",18350,"","",0,1264,126,102345,1126322,1228667,665505,"17/05/2023","17/05/2028"
"CO","B","EH",18351,"","",0,1264,0,119402,0,119402,119402,"19/11/2021","19/11/2026"
"CO","B","EH",18356,"","",0,346,116,107628,894227,1001855,1001855,"20/09/2021","20/09/2026"
"CO","B","EH",18357,"","",0,769,145,94859,1010481,1105340,1105340,"20/09/2021","20/09/2026"
"CO","B","EH",18358,"","",0,570,123,70311,2199382,2269693,1640449,"19/03/2024","19/03/2029"
"CO","B","EH",18359,"","",0,1290,394,279666,2457745,2737411,2737411,"22/03/2022","22/03/2027"
"CO","B","EH",18368,"","",0,1667,0,142799,0,142799,142799,"26/07/2022","26/07/2027"
"CO","B","EH",18369,"","",0,1667,0,142799,0,142799,142799,"26/07/2022","26/07/2027"
"CO","B","EH",18370,"","",0,1667,0,142799,0,142799,142799,"26/07/2022","26/07/2027"
"CO","B","EH",18371,"","",0,756,193,78576,2242794,2321370,2321370,"10/08/2022","10/08/2027"
"CO","B","EH",18372,"","",0,672,164,69846,2041588,2111434,2111434,"20/10/2022","20/10/2027"
"CO","B","EH",18382,"","",0,1427,0,80352,0,80352,80352,"22/11/2022","22/11/2027"
"CO","B","EH",18383,"","",0,1427,0,94532,0,94532,94532,"22/11/2022","22/11/2027"
"CO","B","EH",18385,"","",0,1000,0,97084,0,97084,97084,"20/12/2022","20/12/2027"
"CO","B","EH",18386,"","",0,1000,0,97084,0,97084,97084,"20/12/2022","20/12/2027"
"CO","B","EH",18387,"","",0,1976,0,191769,0,191769,191769,"20/12/2022","20/12/2027"
"CO","B","EH",18389,"","",0,1067,0,243848,0,243848,243848,"06/02/2023","06/02/2028"
"CO","B","EH",18390,"","",0,1135,0,259394,0,259394,259394,"09/01/2023","09/01/2028"
"CO","B","EH",18391,"","",0,1097,0,300845,0,300845,300845,"06/02/2023","06/02/2028"
"CO","B","EH",18392,"","",0,1049,0,239734,0,239734,239734,"09/01/2023","09/01/2028"
"CO","B","EH",18393,"","",0,1057,0,289875,0,289875,289875,"06/02/2023","06/02/2028"
"CO","B","EH",18394,"","",0,1015,0,231964,0,231964,231964,"09/01/2023","09/01/2028"
"CO","B","EH",18395,"","",0,1001,0,228765,0,228765,228765,"09/01/2023","09/01/2028"
"CO","B","EH",18396,"","",0,1007,0,230136,0,230136,230136,"09/01/2023","09/01/2028"
"CO","B","EH",18397,"","",0,1246,0,284756,0,284756,284756,"09/01/2023","09/01/2028"
"CO","B","EH",18398,"","",0,1193,0,272643,0,272643,272643,"09/01/2023","09/01/2028"
"CO","B","EH",18399,"","",0,1365,0,374342,0,374342,374342,"06/02/2023","06/02/2028"
"CO","B","EH",18400,"","",0,1065,0,292069,0,292069,292069,"09/01/2023","09/01/2028"
"CO","B","EH",18401,"","",0,1105,0,252532,0,252532,252532,"09/01/2023","09/01/2028"
"CO","B","EH",18402,"","",0,1145,0,261674,0,261674,261674,"09/01/2023","09/01/2028"
"CO","B","EH",18403,"","",0,1142,0,260988,0,260988,260988,"09/01/2023","09/01/2028"
"CO","B","EH",18412,"","",0,1000,0,97084,0,97084,97084,"28/04/2023","28/04/2028"
"CO","B","EH",18413,"","",0,1000,0,97084,0,97084,97084,"28/04/2023","28/04/2028"
"CO","B","EH",18414,"","",0,4439,0,1004287,0,1004287,1004287,"04/05/2023","04/05/2028"
"CO","B","EH",18416,"","",0,2003,0,453746,0,453746,453746,"01/06/2023","01/06/2028"
"CO","B","EH",18419,"","",0,638,0,143406,0,143406,143406,"13/06/2023","13/06/2028"
"CO","B","EH",18420,"","",0,638,0,119501,0,119501,119501,"13/06/2023","13/06/2028"
"CO","B","EH",18422,"","",0,550522,627,22875290,5475051,28350341,28350341,"22/07/2023","22/07/2028"
"CO","B","EH",18423,"","",0,254,0,21108,0,21108,21108,"12/07/2023","12/07/2028"
"CO","B","EH",18424,"","",0,2200,0,182829,0,182829,182829,"12/07/2023","12/07/2028"
"CO","B","EH",18427,"","",0,729,168,345899,2918106,3264005,3264005,"01/06/2023","01/06/2028"
"CO","B","EH",18428,"","",0,3863,0,315493,0,315493,315493,"09/08/2023","09/08/2028"
"CO","B","EH",18445,"","",0,2347,697,512191,6584685,7096876,7096876,"24/01/2024","24/01/2029"
"CO","B","EH",18446,"","",0,1475,0,125131,0,125131,125131,"03/01/2024","03/01/2029"
"CO","B","EH",18447,"","",0,4517,396,380589,3354849,3735438,3735438,"03/01/2024","03/01/2029"
"CO","B","EH",18448,"","",0,1200,0,522858,0,522858,522858,"10/10/2023","10/10/2028"
"CO","B","EH",18449,"","",0,586,0,149430,0,149430,149430,"04/02/2024","04/02/2029"
"CO","B","EH",18450,"","",0,586,0,149430,0,149430,149430,"04/02/2024","04/02/2029"
"CO","B","EH",18451,"","",0,1315,381,258164,4665253,4923417,4923417,"05/02/2024","05/02/2029"
"PH","B","EH",23,"","",1,1980,166,0,0,3708881,3708881,"/  /","/  /"
"PH","B","EH",23,"","",2,1980,166,0,0,3708881,3708881,"/  /","/  /"
"PH","B","EH",47,"","",1,278,86,0,0,1439269,1439269,"10/06/2011","10/06/2021"
"PH","B","EH",47,"","",2,278,86,0,0,1442035,1442035,"10/06/2011","10/06/2021"
"PH","B","EH",59,"","",1,1800,26,0,0,190161,190161,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",2,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",3,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",4,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",5,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",6,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",7,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",8,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",9,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",10,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",11,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",12,1800,27,0,0,148410,148410,"26/07/2023","26/07/2033"
"PH","B","EH",59,"","",13,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",14,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",15,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",16,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",17,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",18,1800,26,0,0,143776,143776,"21/10/2022","21/10/2032"
"PH","B","EH",59,"","",19,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",20,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",21,1800,26,0,0,143776,143776,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",22,1800,31,0,0,222623,222623,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",23,1800,27,0,0,194797,194797,"08/05/2022","08/05/2032"
"PH","B","EH",59,"","",24,1800,31,0,0,176239,176239,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",25,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",26,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",27,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",28,1800,26,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",29,1800,27,0,0,148410,148410,"13/07/2004","13/07/2014"
"PH","B","EH",59,"","",30,1800,27,0,0,190161,190161,"08/05/2022","08/05/2032"
"PH","B","EH",65,"","",1,1610,114,0,0,814067,814067,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",2,1610,64,0,0,455489,455489,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",3,1610,62,0,0,445799,445799,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",4,1610,62,0,0,445799,445799,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",5,1610,63,0,0,450645,450645,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",6,1610,62,0,0,445799,445799,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",7,1610,64,0,0,455489,455489,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",8,1610,62,0,0,445799,445799,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",9,1610,63,0,0,450645,450645,"28/09/2020","28/09/2030"
"PH","B","EH",65,"","",10,1610,61,0,0,436107,436107,"28/09/2020","28/09/2030"
"PH","B","EH",101,"","",1,771,95,0,0,1450463,1546904,"28/01/2021","28/01/2031"
"PH","B","EH",101,"","",2,771,96,0,0,1450591,1547068,"14/01/2021","14/01/2031"
"PH","B","EH",101,"","",3,771,96,0,0,1444147,1540158,"14/01/2021","14/01/2031"
"PH","B","EH",101,"","",4,771,122,0,0,2033825,2036604,"14/01/2021","14/01/2031"
"PH","B","EH",102,"","",1,622,70,0,0,1576126,1379946,"28/05/2023","28/05/2033"
"PH","B","EH",102,"","",2,622,68,0,0,1535236,1345739,"28/05/2023","28/05/2033"
"PH","B","EH",102,"","",3,622,68,0,0,1535236,1345739,"28/05/2023","28/05/2033"
"PH","B","EH",102,"","",101,622,62,0,0,1431151,1206987,"28/05/2023","28/05/2033"
"PH","B","EH",102,"","",102,622,61,0,0,1410708,1183409,"28/05/2023","28/05/2033"
"PH","B","EH",102,"","",103,622,60,0,0,1371676,1167796,"28/05/2023","28/05/2033"
"PH","B","EH",113,"","",1,984,93,0,0,3440534,3440534,"/  /","/  /"
"PH","B","EH",113,"","",2,984,42,0,0,1413551,1413551,"05/05/2022","05/05/2032"
"PH","B","EH",113,"","",3,984,66,0,0,2120331,2120331,"/  /","/  /"
"PH","B","EH",113,"","",4,984,66,0,0,2227016,2227016,"/  /","/  /"
"PH","B","EH",113,"","",5,984,42,0,0,1546903,1546903,"/  /","/  /"
"PH","B","EH",113,"","",101,984,39,0,0,1253530,1253530,"/  /","/  /"
"PH","B","EH",113,"","",102,984,38,0,0,1333538,1333538,"/  /","/  /"
"PH","B","EH",144,"","",1,905,110,0,0,2190362,2190362,"12/02/2011","12/02/2021"
"PH","B","EH",144,"","",2,905,112,0,0,2225969,2225969,"08/11/2022","08/11/2032"
"PH","B","EH",144,"","",3,905,111,0,0,2208147,2208147,"/  /","/  /"
"PH","B","EH",144,"","",4,905,112,0,0,2225969,2225969,"08/11/2022","08/11/2032"
"PH","B","EH",144,"","",5,905,129,0,0,2582123,2582123,"/  /","/  /"
"PH","B","EH",144,"","",101,905,55,0,0,1193119,1193119,"/  /","/  /"
"PH","B","EH",144,"","",102,905,57,0,0,1228731,1228731,"18/08/2010","18/08/2020"
"PH","B","EH",144,"","",103,905,55,0,0,1246540,1246540,"11/07/2022","11/07/2032"
"PH","B","EH",144,"","",104,905,57,0,0,1228731,1228731,"/  /","/  /"
"PH","B","EH",144,"","",105,905,70,0,0,1478040,1478040,"25/04/2022","25/04/2032"
"PH","B","EH",152,"","",1,1047,82,0,0,1903673,1903673,"/  /","/  /"
"PH","B","EH",152,"","",2,1047,84,0,0,1975241,1975241,"27/10/2022","27/10/2032"
"PH","B","EH",152,"","",3,1047,78,0,0,1817788,1817788,"/  /","/  /"
"PH","B","EH",152,"","",4,1047,104,0,0,2433256,2433256,"/  /","/  /"
"PH","B","EH",152,"","",101,1047,81,0,0,1617402,1617402,"/  /","/  /"
"PH","B","EH",152,"","",102,1047,44,0,0,858795,858795,"/  /","/  /"
"PH","B","EH",152,"","",103,1047,88,0,0,2075433,2075433,"17/02/2011","17/02/2021"
"PH","B","EH",152,"","",104,1047,70,0,0,1631715,1631715,"/  /","/  /"
"PH","B","EH",161,"","",1,524,54,0,0,772962,772962,"/  /","/  /"
"PH","B","EH",161,"","",2,524,47,0,0,690512,690512,"/  /","/  /"
"PH","B","EH",161,"","",3,524,47,0,0,685357,685357,"/  /","/  /"
"PH","B","EH",161,"","",4,524,54,0,0,788420,788420,"/  /","/  /"
"PH","B","EH",161,"","",5,524,48,0,0,700812,700812,"/  /","/  /"
"PH","B","EH",161,"","",6,524,48,0,0,705968,705968,"/  /","/  /"
"PH","B","EH",161,"","",7,524,55,0,0,809041,809041,"/  /","/  /"
"PH","B","EH",180,"","",1,865,76,0,0,2072732,2072732,"/  /","/  /"
"PH","B","EH",180,"","",2,865,76,0,0,2086067,2086067,"/  /","/  /"
"PH","B","EH",180,"","",3,865,77,0,0,2087730,2087730,"24/03/2011","24/03/2021"
"PH","B","EH",180,"","",4,865,76,0,0,2077737,2077737,"/  /","/  /"
"PH","B","EH",180,"","",101,865,76,0,0,2084396,2084396,"/  /","/  /"
"PH","B","EH",180,"","",102,865,77,0,0,2087730,2087730,"28/04/2022","28/04/2032"
"PH","B","EH",180,"","",103,865,76,0,0,2077737,2077737,"/  /","/  /"
"PH","B","EH",180,"","",104,865,77,0,0,2087730,2087730,"/  /","/  /"
"PH","B","EH",183,"","",1,507,108,0,0,1195085,1195085,"/  /","/  /"
"PH","B","EH",183,"","",2,507,41,0,0,614729,614729,"/  /","/  /"
"PH","B","EH",183,"","",3,507,36,0,0,463760,463760,"24/03/2004","24/03/2014"
"PH","B","EH",183,"","",4,507,42,0,0,535817,535817,"/  /","/  /"
"PH","B","EH",183,"","",5,507,43,0,0,549756,549756,"/  /","/  /"
"PH","B","EH",201,"","",1,318,109,0,0,2201312,2201312,"/  /","/  /"
"PH","B","EH",201,"","",2,318,106,0,0,2157724,2157724,"06/06/2023","06/06/2033"
"PH","B","EH",223,"","",1,271,46,0,0,763519,763519,"27/07/2020","27/07/2030"
"PH","B","EH",223,"","",101,271,46,0,0,713588,713588,"15/09/2020","15/09/2030"
"PH","B","EH",223,"","",102,271,35,0,0,554298,554298,"/  /","/  /"
"PH","B","EH",223,"","",201,271,46,0,0,720436,720436,"30/04/2020","30/04/2030"
"PH","B","EH",223,"","",202,271,51,0,0,788597,788597,"/  /","/  /"
"PH","B","EH",223,"","",302,271,52,0,0,874512,874512,"/  /","/  /"
"PH","B","EH",243,"","",1,324,106,0,0,1340644,1340644,"/  /","/  /"
"PH","B","EH",243,"","",2,324,74,0,0,861229,861229,"29/08/2008","29/08/2018"
"PH","B","EH",243,"","",101,324,60,0,0,668890,668890,"24/02/2015","24/02/2025"
"PH","B","EH",258,"","",1,316,79,0,0,741361,741361,"/  /","/  /"
"PH","B","EH",258,"","",2,316,28,0,0,289739,289739,"/  /","/  /"
"PH","B","EH",269,"","",1,486,231,0,0,2213990,2213990,"04/04/2010","04/04/2020"
"PH","B","EH",269,"","",2,486,55,0,0,2043685,2043685,"04/04/2010","04/04/2020"
"PH","B","EH",279,"","",1,1265,111,0,0,3527552,3527552,"20/10/2020","20/10/2030"
"PH","B","EH",279,"","",2,1265,110,0,0,2956532,2956532,"11/12/2008","11/12/2018"
"PH","B","EH",279,"","",3,1265,107,0,0,2885797,2885797,"11/12/2008","11/12/2018"
"PH","B","EH",279,"","",4,1265,110,0,0,3016150,3016150,"11/12/2008","11/12/2018"
"PH","B","EH",279,"","",101,1265,86,0,0,2744317,2744317,"20/10/2020","20/10/2030"
"PH","B","EH",279,"","",102,1265,90,0,0,2390409,2390409,"11/12/2008","11/12/2018"
"PH","B","EH",279,"","",103,1265,89,0,0,2369722,2369722,"25/06/2020","25/06/2030"
"PH","B","EH",279,"","",104,1265,89,0,0,2354145,2354145,"11/12/2008","11/12/2018"
"PH","B","EH",291,"","",1,750,161,0,0,4062481,4062481,"/  /","/  /"
"PH","B","EH",291,"","",2,750,162,0,0,4134762,4134762,"/  /","/  /"
"PH","B","EH",291,"","",3,750,121,0,0,3122750,3122750,"/  /","/  /"
"PH","B","EH",291,"","",4,750,120,0,0,3137213,3137213,"/  /","/  /"
"PH","B","EH",293,"","",1,415,53,0,0,933797,882963,"20/09/2022","20/09/2032"
"PH","B","EH",293,"","",2,415,70,0,0,882310,866586,"20/09/2022","20/09/2032"
"PH","B","EH",300,"","",1,501,127,0,0,1042203,1042203,"/  /","/  /"
"PH","B","EH",300,"","",2,501,102,0,0,877148,877148,"/  /","/  /"
"PH","B","EH",313,"","",1,420,77,0,0,2176602,2176602,"/  /","/  /"
"PH","B","EH",313,"","",2,420,82,0,0,2516936,2516936,"23/12/2021","23/12/2031"
"PH","B","EH",313,"","",101,420,54,0,0,1598816,1598816,"07/11/2011","07/11/2021"
"PH","B","EH",313,"","",102,420,54,0,0,1622553,1622553,"20/11/2007","20/11/2017"
"PH","B","EH",315,"","",1,4932,32,0,0,1044332,1044332,"24/01/2022","24/01/2032"
"PH","B","EH",315,"","",2,4932,36,0,0,1178218,1178218,"24/01/2022","24/01/2032"
"PH","B","EH",315,"","",3,4932,682,0,0,1097882,1097882,"/  /","/  /"
"PH","B","EH",315,"","",4,4932,27,0,0,910441,910441,"24/01/2022","24/01/2032"
"PH","B","EH",315,"","",5,4932,999,0,0,1606660,1606660,"19/02/2014","19/02/2024"
"PH","B","EH",315,"","",6,4932,28,0,0,910441,910441,"24/01/2022","24/01/2032"
"PH","B","EH",315,"","",7,4932,649,0,0,1044332,1044332,"/  /","/  /"
"PH","B","EH",315,"","",8,4932,32,0,0,1044332,1044332,"24/01/2022","24/01/2032"
"PH","B","EH",315,"","",9,4932,107,0,0,1888566,1888566,"/  /","/  /"
"PH","B","EH",315,"","",10,4932,380,0,0,6707057,6707057,"/  /","/  /"
"PH","B","EH",315,"","",101,4932,1115,0,0,1794105,1794105,"/  /","/  /"
"PH","B","EH",315,"","",102,4932,1082,0,0,1740540,1740540,"13/10/2016","13/10/2026"
"PH","B","EH",315,"","",103,4932,583,0,0,937218,937218,"/  /","/  /"
"PH","B","EH",315,"","",104,4932,699,0,0,1124667,1124667,"01/12/2016","01/12/2026"
"PH","B","EH",315,"","",105,4932,599,0,0,963987,963987,"/  /","/  /"
"PH","B","EH",315,"","",106,4932,1032,0,0,1660214,1660214,"07/11/2013","07/11/2023"
"PH","B","EH",315,"","",107,4932,699,0,0,1124667,1124667,"13/11/2013","13/11/2023"
"PH","B","EH",320,"","",1,400,64,0,0,1430834,1430834,"02/08/2018","02/08/2028"
"PH","B","EH",320,"","",2,400,63,0,0,1424693,1424693,"02/08/2018","02/08/2028"
"PH","B","EH",320,"","",101,400,66,0,0,1522945,1522945,"02/08/2018","02/08/2028"
"PH","B","EH",320,"","SS",101,400,79,0,0,1762444,1762444,"02/08/2018","02/08/2028"
"PH","B","EH",323,"","",1,798,134,0,0,2765344,2765344,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",2,798,110,0,0,2281409,2281409,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",3,798,109,0,0,2235326,2235326,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",4,798,109,0,0,2235326,2235326,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",5,798,109,0,0,2258356,2258356,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",6,798,109,0,0,2258356,2258356,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",7,798,110,0,0,2258356,2258356,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",8,798,110,0,0,2258356,2258356,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",9,798,110,0,0,2258356,2258356,"14/11/2003","14/11/2013"
"PH","B","EH",323,"","",10,798,109,0,0,2235326,2235326,"14/11/2003","14/11/2013"
"PH","B","EH",338,"","",1,1100,94,0,0,2846943,2921109,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",2,1100,93,0,0,2710207,2781156,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",3,1100,84,0,0,2305550,2364608,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",4,1100,83,0,0,2271128,2330177,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",5,1100,84,0,0,2272466,2331204,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",6,1100,83,0,0,2295989,2356959,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",101,1100,76,0,0,2188896,2252685,"05/06/2021","05/06/2031"
"PH","B","EH",338,"","",102,1100,76,0,0,2232499,2296499,"05/06/2021","05/06/2031"
"PH","B","EH",344,"","",1,1318,80,0,0,2092991,2092991,"19/07/2016","19/07/2026"
