"C贸digo r茅gimen","C贸digo departamento","C贸digo localidad","Padr贸n","Bloc / Manzana","EP / SS","Unidad","Nivel","Area construida","A帽o de construcci贸n","A帽o remanente","EP/SS uso exclusivo","Unidad uso explusivo","Destinos","Categor铆a de construcci贸n","Estado conservaci贸n","Tipo de cubierta","Indicador cielorraso","Tipo de obra"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PLAYA DE ESTACIONAMIENTO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,12,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,11,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,11,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,2,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,10,2016,0,NA,0,"PALIER","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,10,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,1,2016,0,NA,0,"DEPOSITO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"RAMPA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,38,2016,0,NA,0,"GARAGE","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,17,2016,0,NA,0,"SUB-ESTACION UTE","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,25,2016,0,NA,0,"GARAGE","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,29,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PLAYA DE ESTACIONAMIENTO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,4,2016,0,NA,0,"SS HH INDEPENDIENTES","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,183,2016,0,NA,0,"GARAGE","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PLAYA DE ESTACIONAMIENTO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,12,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,11,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,11,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,10,2016,0,NA,0,"GALERIA DE VIVENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,11,2016,0,NA,0,"LAVADERO DE VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,2,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,1,2016,0,NA,0,"DEPOSITO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,-1,104,2016,0,NA,0,"MUROS","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",1,0,71,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",2,0,51,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",3,0,50,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",4,0,88,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",5,0,84,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",6,0,85,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",7,0,87,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",8,0,50,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",9,0,51,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",10,0,70,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,5,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"JARDIN","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,6,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,4,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"JARDIN","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,5,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PISCINA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"JARDIN","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"JARDIN","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,0,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,0,150,2016,0,NA,0,"MUROS","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",101,1,53,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",102,1,61,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",103,1,63,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",104,1,69,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",105,1,69,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",106,1,64,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",107,1,61,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",108,1,51,2016,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,1,5,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"ACCESO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2015,0,NA,0,"ACCESO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,5,2016,0,NA,0,"ESCALERA","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,1,0,2016,0,NA,0,"TERRAZA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,1,113,2016,0,NA,0,"MUROS","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"ACCESO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"ACCESO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"ACCESO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"ACCESO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"PATIO","Confortable","Excelente/Bueno",NA,NA,"Original"
"PH","B","EH",372,"","",0,2,0,2016,0,NA,0,"AZOTEA, TECHO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",372,"","",0,2,104,2016,0,NA,0,"MUROS","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",1,0,46,2016,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",2,0,41,2016,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",0,0,0,2016,0,NA,0,"JARDIN","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",0,0,0,2016,0,NA,0,"JARDIN","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",0,0,7,2016,0,NA,0,"MUROS","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",1,1,46,2016,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",2,1,41,2016,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16434,"","",0,0,8,2016,0,NA,0,"MUROS","Comun","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",3,-1,27,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",4,-1,21,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",4,-1,27,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",5,-1,38,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",6,-1,52,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",7,-1,16,2003,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",7,-1,23,2003,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",102,-1,28,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",102,-1,25,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",103,-1,38,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",103,-1,28,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,-1,1,1991,0,NA,0,"CONTADORES","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,-1,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,-1,1,1991,0,NA,0,"CHURRASQUERA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,-1,1,1991,0,NA,0,"ESCALERA","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,-1,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,-1,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,-1,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,-1,47,1991,0,NA,0,"MUROS","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",1,0,57,2008,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",2,0,48,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",101,0,4,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",3,0,57,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",4,0,83,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",5,0,38,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",6,0,39,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",7,0,83,2003,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",102,0,5,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",103,0,5,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"PLAYA DE ESTACIONAMIENTO","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"JARDIN","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,9,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"AZOTEA, TECHO","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,6,1991,0,NA,0,"CIRCULACION","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,14,1991,0,NA,0,"GARAGE","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,14,1991,0,NA,0,"GARAGE","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,13,2006,0,NA,0,"SALON","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,14,1991,0,NA,0,"GARAGE","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,18,1991,0,NA,0,"DEPOSITO","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,4,1991,0,NA,0,"ESCALERA","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,0,15,2006,0,NA,0,"SALON","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,1,1991,0,NA,0,"CHURRASQUERA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,5,1991,0,NA,0,"DEPOSITO","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"CANCHA DEPORTIVA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"PISCINA","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"JARDIN","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,1,1991,0,NA,0,"CHURRASQUERA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,1,1991,0,NA,0,"ESCALERA","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,0,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,15,2006,0,NA,0,"SALON","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,17,2006,0,NA,0,"SALON","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,0,76,1991,0,NA,0,"MUROS","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",1,1,62,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,13,2008,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,0,1991,0,NA,0,"ACCESO","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,0,1991,0,NA,0,"PATIO","2.5","Bueno",NA,NA,"Original"
"PH","B","EH",16405,"","",0,1,0,1991,0,NA,0,"AZOTEA, TECHO","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,1,2008,0,NA,0,"CHURRASQUERA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",101,1,53,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",102,1,133,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",103,1,127,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",3,1,39,1991,0,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,0,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,1,1991,0,NA,0,"CHURRASQUERA","2.5","Bueno","Losa o bovedilla",NA,"Original"
"PH","B","EH",16405,"","",0,1,2,1991,0,NA,0,"TERRAZA","2.5","Bueno","Losa o bovedilla",NA,"Original"
