"C贸digo r茅gimen","C贸digo departamento","C贸digo localidad","Padr贸n","Bloc / Manzana","EP / SS","Unidad","Nivel","Area construida","A帽o de construcci贸n","A帽o remanente","EP/SS uso exclusivo","Unidad uso explusivo","Destinos","Categor铆a de construcci贸n","Estado conservaci贸n","Tipo de cubierta","Indicador cielorraso","Tipo de obra"
"CO","B","EH",17486,"","",0,1,72,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17495,"","",0,0,106,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17495,"","",0,0,65,2007,0,NA,0,"GARAGE","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17495,"","",0,0,36,2007,0,NA,0,"PISCINA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17495,"","",0,1,40,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",790,"","",0,0,119,2007,0,NA,0,"VIVIENDA","1.5","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",790,"","",0,1,85,2007,0,NA,0,"VIVIENDA","1.5","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",796,"","",0,0,80,2007,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",796,"","",0,0,7,2007,0,NA,0,"PORCHE","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",796,"","",0,0,8,2007,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Muy confortable","Excelente","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",796,"","",0,0,17,2007,0,NA,0,"BARBACOA","Muy confortable","Excelente","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",796,"","",0,0,33,2007,0,NA,0,"PISCINA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",796,"","",0,1,87,2007,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",927,"","",0,-1,35,2007,0,NA,0,"VIVIENDA","1.5","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",927,"","",0,0,160,2007,0,NA,0,"VIVIENDA","1.5","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",927,"","",0,1,114,2007,0,NA,0,"VIVIENDA","1.5","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",927,"","",0,0,17,2007,0,NA,0,"PISCINA","1.5","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",457,"","",0,0,95,1991,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",457,"","",0,0,7,1996,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",457,"","",0,0,6,2003,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",457,"","",0,0,40,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",457,"","",0,0,6,2007,0,NA,0,"PISCINA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",457,"","",0,1,42,1991,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",457,"","",0,1,22,2007,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16010,"","",0,0,57,1977,0,NA,0,"VIVIENDA","Economica","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16010,"","",0,0,73,1988,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16010,"","",0,0,15,1995,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16072,"","",0,0,40,1992,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16072,"","",0,0,37,1992,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16072,"","",0,1,36,1992,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16072,"","",0,0,11,2007,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",633,"","",0,0,67,1998,0,NA,0,"VIVIENDA","Comun","Bueno","Quincho sin cielorraso",NA,"Original"
"CO","B","EH",17509,"","",0,0,75,1995,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17509,"","",0,0,75,1995,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17509,"","",0,0,50,1995,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17510,"","",0,0,75,1995,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17510,"","",0,0,20,1995,0,NA,0,"PORCHE","Comun","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17510,"","",0,0,28,1995,0,NA,0,"VIVIENDA","Comun","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17466,"","",0,-1,61,1991,0,NA,0,"COCHERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,-1,79,1991,0,NA,0,"DEPOSITO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,0,340,1991,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,0,40,1991,0,NA,0,"PISCINA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,0,80,1991,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,0,133,2005,0,NA,0,"HOTEL, MOTEL","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,0,76,2005,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,1,132,1991,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,1,151,2005,0,NA,0,"HOTEL, MOTEL","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17466,"","",0,1,49,2005,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17138,"","",0,0,111,2000,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17138,"","",0,0,30,2000,0,NA,0,"DEPOSITO","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17138,"","",0,0,36,2000,0,NA,0,"BARBACOA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17138,"","",0,0,40,2000,0,NA,0,"PISCINA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17138,"","",0,0,152,2000,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",138,"","",0,0,349,2006,0,NA,0,"VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",138,"","",0,0,45,2006,0,NA,0,"PISCINA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",138,"","",0,1,253,2006,0,NA,0,"VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",16285,"","",0,0,76,1991,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16285,"","",0,0,14,1994,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16285,"","",0,0,17,1994,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16285,"","",0,0,6,2005,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16285,"","",0,1,33,1991,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16285,"","",0,1,6,1994,1991,NA,0,"VIVIENDA","Comun","Bueno/Regular","Liviana con cielorraso",NA,"Reforma"
"CO","B","EH",16285,"","",0,1,14,1994,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17308,"","",0,0,113,1982,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17308,"","",0,1,72,2005,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17308,"","",0,0,29,2005,0,NA,0,"GARAGE","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17308,"","",0,0,16,2005,0,NA,0,"COCHERA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",454,"","",0,-1,16,2007,0,NA,0,"GARAGE","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",454,"","",0,-1,12,2007,0,NA,0,"DEPOSITO","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",454,"","",0,-1,30,2007,0,NA,0,"LAVADERO DE VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",454,"","",0,0,151,2007,0,NA,0,"VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",454,"","",0,0,20,2007,0,NA,0,"BARBACOA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",454,"","",0,1,130,2007,0,NA,0,"VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",1051,"","",0,0,52,2006,0,NA,0,"VIVIENDA","Comun","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",1051,"","",0,0,28,2006,0,NA,0,"ESCRITORIO,ESTUDIO,OFICINA","Comun","Excelente","Liviana con cielorraso",NA,"Original"
"CO","B","EH",1051,"","",0,0,10,2006,0,NA,0,"PISCINA","Comun","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",16086,"","",0,0,89,1986,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16086,"","",0,1,49,1986,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16086,"","",0,0,1,1987,1986,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17812,"","",0,-1,76,1995,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,-1,33,1998,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,0,157,1995,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,0,130,1998,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,1,140,1995,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,1,55,1998,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,2,140,1995,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17812,"","",0,3,66,2003,0,NA,0,"HOTEL, MOTEL","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17837,"","",0,0,73,1989,0,NA,0,"VIVIENDA","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17837,"","",0,1,16,1989,0,NA,0,"VIVIENDA","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17837,"","",0,0,16,1993,0,NA,0,"GARAGE","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17837,"","",0,0,7,1993,0,NA,0,"DEPOSITO","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17837,"","",0,0,9,1993,0,NA,0,"VIVIENDA","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17837,"","",0,0,28,1993,0,NA,0,"VIVIENDA","2.5","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17316,"","",0,-1,47,2008,0,NA,0,"GARAGE","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17316,"","",0,0,120,2008,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17316,"","",0,1,79,2008,0,NA,0,"VIVIENDA","Comun","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",542,"","",0,0,32,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",542,"","",0,0,51,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",542,"","",0,0,33,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",542,"","",0,0,32,1998,0,NA,0,"PISCINA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",542,"","",0,0,19,1998,0,NA,0,"COCHERA","Confortable","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",542,"","",0,1,32,1998,0,NA,0,"VIVIENDA","Confortable","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16138,"","",0,0,73,2003,0,NA,0,"VIVIENDA","2.5","Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16138,"","",0,0,40,2003,0,NA,0,"BARBACOA","Comun","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17199,"","",0,0,116,1984,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17199,"","",0,0,32,1990,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17199,"","",0,0,28,1990,0,NA,0,"GARAGE","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17199,"","",0,0,49,1999,0,NA,0,"BARBACOA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17199,"","",0,0,66,1999,0,NA,0,"PISCINA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17199,"","",0,1,60,1990,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",621,"","",0,0,108,2006,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Paralizada (mas de 1 a駉)"
"CO","B","EH",621,"","",0,0,2,2005,0,NA,0,"BARBACOA","Muy economica","Muy Malo","Losa o bovedilla",NA,"Paralizada (mas de 1 a駉)"
"CO","B","EH",621,"","",0,0,3,2004,0,NA,0,"PISCINA","Muy economica","Regular","Losa o bovedilla",NA,"Paralizada (mas de 1 a駉)"
"CO","B","EH",621,"","",0,0,102,2006,0,NA,0,"VIVIENDA","Muy confortable","Excelente","Liviana con cielorraso",NA,"Paralizada (mas de 1 a駉)"
"CO","B","EH",16524,"","",0,0,158,2006,0,NA,0,"VIVIENDA","1.5","Excelente/Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",149,"","",0,0,44,1962,0,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",149,"","",0,0,45,2007,1962,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",149,"","",0,0,14,2007,0,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",149,"","",0,1,94,2007,0,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",510,"","",0,0,101,2007,0,NA,0,"VIVIENDA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",510,"","",0,0,45,2007,0,NA,0,"COCHERA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",510,"","",0,0,125,2007,0,NA,0,"VIVIENDA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",208,"","",0,0,53,1972,0,NA,0,"VIVIENDA","Economica","Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",208,"","",0,0,55,1978,0,NA,0,"VIVIENDA","Economica","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17733,"","",0,0,151,2007,0,NA,0,"VIVIENDA","Confortable","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,0.1,39,2008,0,NA,0,"GARAGE","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,0,397,2008,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,0,9,2008,0,NA,0,"SUB-ESTACION UTE","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,0,37,2008,0,NA,0,"DEPOSITO","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,0,8,2008,0,NA,0,"LAVADERO DE VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,0,39,2008,0,NA,0,"PISCINA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,1,205,2008,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,1,71,2008,0,NA,0,"BARBACOA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17753,"","",0,2,8,2008,0,NA,0,"PISCINA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",922,"","",0,0,39,1986,0,NA,0,"VIVIENDA","Economica","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",12156,"","",0,0,106,2008,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",12156,"","",0,1,66,2008,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16484,"","",0,0,47,2009,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",660,"","",0,0,47,1970,0,NA,0,"VIVIENDA","Economica","Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16180,"","",0,-1,59,1991,0,NA,0,"COCHERA","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16180,"","",0,-1,12,1991,0,NA,0,"DEPOSITO","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16180,"","",0,0,230,1991,0,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16180,"","",0,1,38,1991,0,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",16180,"","",0,1,36,1993,1991,NA,0,"VIVIENDA","Muy confortable","Excelente/Bueno","Liviana con cielorraso",NA,"Reforma"
"CO","B","EH",774,"","",0,0,77,2004,0,NA,0,"VIVIENDA","3.5","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",774,"","",0,0,9,2009,0,NA,0,"PORCHE","3.5","Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",774,"","",0,0,34,2009,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","3.5","Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",774,"","",0,0,28,2009,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",797,"","",0,0,115,2006,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",797,"","",0,1,115,2006,0,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",11626,"","",0,0,60,1964,1955,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",11626,"","",0,0,48,2006,1955,NA,0,"VIVIENDA","2.5","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",11626,"","",0,0,7,1980,1955,NA,0,"PORCHE","2.5","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",11626,"","",0,0,10,2006,0,NA,0,"DEPOSITO","2.5","Excelente/Bueno","Liviana con cielorraso",NA,"Original"
"CO","B","EH",11626,"","",0,0,21,2006,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","2.5","Excelente/Bueno","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",2487,"","",0,0,77,2003,0,NA,0,"VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",2487,"","",0,0,229,2003,0,NA,0,"VIVIENDA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",2487,"","",0,0,4,2003,0,NA,0,"PORCHE","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",2487,"","",0,0,5,2003,0,NA,0,"DEPOSITO","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",2487,"","",0,0,60,2007,0,NA,0,"PISCINA","1.5","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",17201,"","",0,-1,90,1992,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17201,"","",0,0,114,1992,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17201,"","",0,0,50,1992,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17201,"","",0,0,4,1992,0,NA,0,"DEPOSITO","Comun","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17201,"","",0,0,13,1992,0,NA,0,"BARBACOA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17201,"","",0,0,52,1992,0,NA,0,"CUBIERTA,TECHADO,COBERTIZO","Comun","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17201,"","",0,0,21,1992,0,NA,0,"PORCHE","2.5","Bueno/Regular","Liviana sin cielorraso",NA,"Original"
"CO","B","EH",17201,"","",0,0,43,1992,0,NA,0,"PISCINA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17201,"","",0,1,61,1992,0,NA,0,"VIVIENDA","Confortable","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17767,"","",0,0,145,1992,1955,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17767,"","",0,0,140,1992,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17767,"","",0,0,8,1992,0,NA,0,"PORCHE","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17767,"","",0,1,125,1992,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17767,"","",0,0,5,2006,0,NA,0,"LAVADERO DE VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17767,"","",0,0,8,2009,0,NA,0,"DEPOSITO","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17767,"","",0,1,6,2009,0,NA,0,"VIVIENDA","Comun","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",407,"","",0,-1,112,2005,1986,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",407,"","",0,0,119,2007,1986,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",407,"","",0,1,40,2005,1992,NA,0,"VIVIENDA","Confortable","Bueno","Losa o bovedilla",NA,"Reforma"
"CO","B","EH",17271,"","",0,0,130,2001,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17271,"","",0,1,16,2001,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Liviana con cielorraso",NA,"Original"
"CO","B","EH",17271,"","",0,0,32,2009,0,NA,0,"PISCINA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",235,"","",0,0,76,1967,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",235,"","",0,0,29,1996,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17275,"","",0,-1,84,2006,0,NA,0,"VIVIENDA","Muy confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17275,"","",0,0,141,2006,0,NA,0,"VIVIENDA","Muy confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17275,"","",0,1,122,2006,0,NA,0,"VIVIENDA","Muy confortable","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17649,"","",0,0,53,2006,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",17649,"","",0,0,3,2006,0,NA,0,"VIVIENDA","2.5","Bueno/Regular","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,0,103,1990,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,0,25,1990,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,0,44,2006,0,NA,0,"VIVIENDA","Comun","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,0,38,2006,0,NA,0,"COCHERA","Comun","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,0,10,2006,0,NA,0,"DEPOSITO","Comun","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,0,7,2006,0,NA,0,"PISCINA","Comun","Excelente","Losa o bovedilla",NA,"Original"
"CO","B","EH",16885,"","",0,1,48,1990,0,NA,0,"VIVIENDA","Comun","Bueno","Losa o bovedilla",NA,"Original"
"CO","B","EH",17650,"","",0,-1,54,2007,0,NA,0,"VIVIENDA","Confortable","Excelente/Bueno","Losa o bovedilla",NA,"Original"
